Date,Total Pos, Total Long,Total Short,Dollar PnL,Cumulative PnL,Total Market Value,Net Market Value 
19900326,139600,191500,101400,28532,2.23623e+07,5.9044e+08,5.31092e+06
19900327,115400,163300,114000,55975,2.86116e+07,5.25585e+08,4.50526e+06
19900328,108500,161000,119400,21629,2.80582e+07,5.62322e+08,4.39784e+06
19900329,109600,167000,108500,-32455,2.45479e+07,5.68357e+08,4.47451e+06
19900330,90400,168500,109300,-12014,2.31185e+07,4.67899e+08,4.03556e+06
19900402,83600,156200,105900,-8094,2.1186e+07,4.43164e+08,3.89604e+06
19900403,62900,151600,112400,37240,2.46342e+07,3.13655e+08,3.57079e+06
19900404,41700,149100,136200,-15578,2.31322e+07,2.49197e+08,3.47786e+06
19900405,53500,144000,136000,32133,2.75347e+07,3.02349e+08,3.92891e+06
19900406,19500,139700,157800,27318,3.09937e+07,1.22802e+08,3.28291e+06
19900409,21500,145600,143300,696,3.16514e+07,1.31368e+08,3.27338e+06
19900410,-13900,136900,148700,3202,3.07475e+07,-574968,2.14384e+06
19900411,-9100,128100,151300,15466,3.15688e+07,-4.511e+07,2.03651e+06
19900412,-5400,132000,166300,8857,3.34518e+07,-5.19357e+07,2.13324e+06
19900416,-8000,141900,167400,-36619,3.03936e+07,-1.22179e+08,2.0756e+06
19900417,5900,152600,154200,11396,3.20825e+07,-9.0751e+07,2.42816e+06
19900418,1700,137000,134300,-43880,2.7928e+07,-1.13763e+08,2.39041e+06
19900419,4500,130400,138700,-38410,2.29694e+07,-8.29089e+07,2.31392e+06
19900420,-23800,119100,157200,8526,2.31351e+07,-1.98519e+08,1.24668e+06
19900423,-117700,114400,262800,27720,2.88785e+07,-6.97508e+08,-984806
19900424,-191000,91900,311900,8335,2.88577e+07,-1.0455e+09,-3.18143e+06
19900425,-203800,74100,332400,-4423,2.773e+07,-1.1063e+09,-3.72163e+06
19900426,-243700,61900,358900,4737,2.78065e+07,-1.25928e+09,-5.064e+06
19900427,-270700,58900,370000,63152,3.72289e+07,-1.28623e+09,-5.97365e+06
19900430,-298900,61900,373500,-18818,3.20768e+07,-1.35029e+09,-6.99323e+06
19900501,-299000,68200,364300,-21003,2.74418e+07,-1.34893e+09,-7.26698e+06
19900502,-284800,75000,351300,2879,2.35361e+07,-1.22677e+09,-6.70961e+06
19900503,-273600,84400,332800,-39390,1.90004e+07,-1.16636e+09,-6.5008e+06
19900504,-250100,94500,286200,-47817,1.4302e+07,-1.06981e+09,-5.6977e+06
19900507,-202500,127900,239300,-35886,9.35482e+06,-8.2585e+08,-4.24214e+06
19900508,-132600,172500,195800,-9115,6.8715e+06,-5.02231e+08,-2.24859e+06
19900509,-44100,206500,144800,-957,6.71873e+06,-1.97346e+07,151963
19900510,47400,254400,112700,-2571,5.57094e+06,3.18564e+08,2.32933e+06
19900511,150400,315300,93300,108790,2.10652e+07,8.03612e+08,5.40242e+06
19900514,227900,357300,81600,11694,2.1957e+07,1.25351e+09,7.5275e+06
19900515,269600,376500,55100,6225,2.43379e+07,1.37069e+09,8.9794e+06
19900516,313900,397500,42800,10599,2.47205e+07,1.55859e+09,1.02901e+07
19900517,370200,425400,28500,46704,3.04585e+07,1.78156e+09,1.16769e+07
19900518,390700,434000,23300,24478,3.33274e+07,1.84134e+09,1.21791e+07
19900521,411300,437200,23300,150203,5.36703e+07,1.9545e+09,1.27931e+07
19900522,411000,434800,22900,18339,5.53067e+07,1.95716e+09,1.27976e+07
19900523,428400,442500,10500,46408,6.20058e+07,2.00745e+09,1.29598e+07
19900524,434500,435700,12400,1938,6.17995e+07,1.99601e+09,1.29532e+07
19900525,430300,418600,14500,-134588,4.1725e+07,1.946e+09,1.26039e+07
19900529,432800,402100,20600,164545,6.0939e+07,1.93511e+09,1.25539e+07
19900530,384700,379100,45100,19654,6.24408e+07,1.69407e+09,1.17475e+07
19900531,360600,365400,59800,-28334,5.67039e+07,1.52861e+09,1.11224e+07
19900601,354200,359500,63800,12923,5.47139e+07,1.46657e+09,1.10182e+07
19900604,352000,358800,63600,109065,6.68495e+07,1.47794e+09,1.10887e+07
19900605,354000,355800,59700,-21871,6.39943e+07,1.51766e+09,1.11666e+07
19900606,359200,340900,39200,-33504,6.00449e+07,1.53198e+09,1.12579e+07
19900607,319000,322400,46000,-36321,5.62927e+07,1.30397e+09,1.04345e+07
19900608,307900,284000,53400,-105515,4.50694e+07,1.27216e+09,9.98422e+06
19900611,293600,273500,68000,26588,4.56824e+07,1.22742e+09,9.51623e+06
19900612,268800,263800,99300,103313,5.74013e+07,1.22301e+09,9.3753e+06
19900613,234500,245600,114000,11846,5.78795e+07,1.11317e+09,8.53877e+06
19900614,229200,234000,112100,-20029,5.59944e+07,1.01735e+09,8.15422e+06
19900615,246800,231500,108600,-15114,5.59747e+07,1.16532e+09,8.11057e+06
19900618,222100,202000,123000,-100935,4.19832e+07,1.05146e+09,7.54204e+06
19900619,181300,194900,142900,21291,4.42052e+07,8.36131e+08,6.5955e+06
19900620,148700,173400,157300,-30573,4.0403e+07,7.46555e+08,5.60924e+06
19900621,103600,164900,178400,42069,4.50883e+07,4.91508e+08,4.48305e+06
19900622,77500,153700,183000,-9727,4.50694e+07,3.32493e+08,3.67015e+06
19900625,57300,148100,199100,15724,4.67908e+07,2.51901e+08,3.12072e+06
19900626,34500,137800,206700,-3756,4.63997e+07,1.86583e+08,2.27415e+06
19900627,-32500,132200,242100,16689,5.04635e+07,-1.16387e+08,725532
19900628,-49100,118900,248600,12111,5.28612e+07,-2.41356e+08,-100947
19900629,-46200,125600,237600,-6948,5.17632e+07,-2.10119e+08,-265641
19900702,-33600,135200,214900,20174,5.49458e+07,-1.43813e+08,4720
19900703,-12900,142400,181500,29662,5.87192e+07,-7.92711e+07,503668
19900705,-3300,150200,175000,16603,5.98585e+07,-1.88904e+07,733139
19900706,8000,166400,181200,34418,6.36573e+07,-130014,998275
19900709,10500,174300,182500,-45006,6.63635e+07,5.56154e+07,825656
19900710,6600,163800,184400,14706,6.84396e+07,4.10041e+07,702659
19900711,2000,160900,168400,36157,7.27315e+07,3.8201e+07,713766
19900712,6800,179400,166000,31220,7.64869e+07,6.5385e+07,966755
19900713,39400,191000,152600,-4701,7.70235e+07,2.36564e+08,2.0315e+06
19900716,68300,207600,135600,-6038,7.62854e+07,3.08717e+08,3.17826e+06
19900717,93900,217600,118200,-23230,7.28985e+07,3.3869e+08,3.88326e+06
19900718,107000,226400,120500,-18489,6.97847e+07,5.01258e+08,4.96432e+06
19900719,115400,231500,116800,-27350,6.70166e+07,5.25909e+08,5.01567e+06
19900720,107700,212500,124400,-9526,6.49374e+07,4.75267e+08,4.87407e+06
19900723,68200,189200,160300,-74830,5.55279e+07,2.90746e+08,3.93556e+06
19900724,1600,151900,207500,25307,5.94717e+07,1.73062e+07,1.85748e+06
19900725,-31000,127200,243900,17962,6.14232e+07,-9.8845e+07,616315
19900726,-80900,111700,276000,24931,6.48454e+07,-3.10223e+08,-956030
19900727,-130400,111700,296400,40970,6.82192e+07,-5.01432e+08,-2.35444e+06
19900730,-154600,97600,296000,31576,7.1535e+07,-6.04956e+08,-2.89353e+06
19900731,-156600,92000,283200,38881,7.6483e+07,-6.21984e+08,-2.99695e+06
19900801,-152700,98300,282500,33815,8.06715e+07,-6.2924e+08,-3.15514e+06
19900802,-176100,90500,288800,122639,9.63346e+07,-7.79716e+08,-3.62348e+06
19900803,-268100,94000,342400,182550,1.21075e+08,-1.13623e+09,-5.67466e+06
19900806,-320400,81800,380400,337650,1.64523e+08,-1.38688e+09,-6.68185e+06
19900807,-325200,80700,398500,-18185,1.60881e+08,-1.44683e+09,-7.32605e+06
19900808,-340700,59300,410900,-152133,1.40193e+08,-1.52883e+09,-8.08065e+06
19900809,-351300,49000,415500,-76895,1.30476e+08,-1.55155e+09,-8.60902e+06
19900810,-360400,47300,417800,147360,1.49218e+08,-1.55424e+09,-8.75184e+06
19900813,-360100,47600,412700,-606,1.5464e+08,-1.56242e+09,-8.75509e+06
19900814,-357700,52600,409800,-18856,1.51693e+08,-1.53418e+09,-8.71425e+06
19900815,-353600,48600,397400,-56493,1.44933e+08,-1.55696e+09,-8.78756e+06
19900816,-365900,44200,394400,226217,1.72102e+08,-1.57228e+09,-8.80132e+06
19900817,-351500,54700,390700,233662,2.01066e+08,-1.50568e+09,-8.44666e+06
19900820,-356600,54700,390000,19074,2.0371e+08,-1.52763e+09,-8.67404e+06
19900821,-358000,46400,398100,196384,2.27795e+08,-1.53731e+09,-8.48416e+06
19900822,-381200,36400,431400,130718,2.43195e+08,-1.56206e+09,-8.96103e+06
19900823,-422000,18000,461900,331397,2.83195e+08,-1.63882e+09,-9.35494e+06
19900824,-467600,14400,490600,-192294,2.57312e+08,-1.8339e+09,-1.07523e+07
19900827,-484000,8700,498900,-396358,2.0858e+08,-1.96372e+09,-1.16238e+07
19900828,-475900,17400,483800,-41877,2.06966e+08,-1.91309e+09,-1.17852e+07
19900829,-456400,28800,477100,-76922,1.97897e+08,-1.87344e+09,-1.15709e+07
19900830,-439200,38500,443400,149332,2.14695e+08,-1.75319e+09,-1.10003e+07
19900831,-351900,85400,363700,-57951,2.06441e+08,-1.43433e+09,-9.5834e+06
19900904,-314500,104600,337000,26478,2.08185e+08,-1.28938e+09,-8.46765e+06
19900905,-298600,112400,318400,-20351,2.02568e+08,-1.18587e+09,-7.90476e+06
19900906,-286100,106100,290200,52583,2.06737e+08,-1.10747e+09,-7.62457e+06
19900907,-248200,123000,244400,-29712,2.04425e+08,-9.91609e+08,-6.46658e+06
19900910,-178800,161300,234700,29227,2.08438e+08,-7.18229e+08,-5.03295e+06
19900911,-135900,185600,216900,19244,2.10526e+08,-5.36838e+08,-3.64858e+06
19900912,-113400,186900,203700,9511,2.10398e+08,-4.38522e+08,-2.98684e+06
19900913,-94500,193700,174100,33922,2.14711e+08,-3.71453e+08,-2.3838e+06
19900914,-90800,194000,179300,58087,2.22033e+08,-4.02551e+08,-2.16882e+06
19900917,-78700,204600,194100,13705,2.23403e+08,-3.41187e+08,-1.91567e+06
19900918,-77900,199700,205000,11976,2.24736e+08,-3.24874e+08,-1.89404e+06
19900919,-96100,176100,213400,17808,2.27114e+08,-4.13194e+08,-2.1932e+06
19900920,-132900,165400,236500,44866,2.33509e+08,-5.1555e+08,-2.65849e+06
19900921,-164300,132900,255600,27218,2.36759e+08,-5.9782e+08,-3.37541e+06
19900924,-234000,95100,301900,133844,2.55465e+08,-9.33775e+08,-4.62718e+06
19900925,-283600,75700,341300,-69560,2.45704e+08,-1.14647e+09,-5.72891e+06
19900926,-328600,56000,361000,108187,2.58956e+08,-1.30789e+09,-6.78698e+06
19900927,-392300,43100,404200,171392,2.81464e+08,-1.49442e+09,-7.88115e+06
19900928,-414300,32000,424100,-121068,2.68347e+08,-1.55361e+09,-8.69146e+06
19901001,-410900,33700,412400,-263895,2.32373e+08,-1.59291e+09,-8.75664e+06
19901002,-392800,44700,394600,-21919,2.29918e+08,-1.55166e+09,-8.22391e+06
19901003,-343100,77100,378300,80876,2.40865e+08,-1.39458e+09,-6.84304e+06
19901004,-291500,114700,346700,37629,2.46775e+08,-1.24002e+09,-4.75886e+06
19901005,-248500,138400,318500,55724,2.54436e+08,-1.05542e+09,-3.82776e+06
19901008,-227900,149800,303000,37006,2.57906e+08,-9.98618e+08,-3.14171e+06
19901009,-237800,132900,306200,104035,2.70865e+08,-9.97345e+08,-3.38285e+06
19901010,-225100,137300,308500,78839,2.82089e+08,-8.54276e+08,-3.25184e+06
19901011,-252400,111100,337800,101715,2.91028e+08,-9.22046e+08,-3.58898e+06
19901012,-278100,98800,366700,-30031,2.8724e+08,-9.82193e+08,-3.89764e+06
19901015,-308700,86800,389100,-10812,2.86762e+08,-1.11823e+09,-4.67115e+06
19901016,-309800,83200,390200,85213,2.93594e+08,-1.09686e+09,-4.55263e+06
19901017,-322500,78900,390800,-18160,2.9169e+08,-1.13355e+09,-5.00103e+06
19901018,-273600,110800,368400,-155655,2.75672e+08,-9.47808e+08,-4.19636e+06
19901019,-242500,138000,327100,-66446,2.68711e+08,-8.73055e+08,-3.54737e+06
19901022,-189000,165500,290000,-23530,2.70222e+08,-6.02606e+08,-2.31366e+06
19901023,-57000,233400,238200,-70325,2.58902e+08,-1.71618e+08,332978
19901024,27400,269400,201500,-1984,2.59329e+08,1.58297e+08,2.07108e+06
19901025,67100,284200,181000,-47346,2.51695e+08,2.64232e+08,2.75184e+06
19901026,51800,280900,197600,-58761,2.42077e+08,1.50722e+08,2.68006e+06
19901029,39200,257300,198100,-29958,2.36531e+08,1.23865e+08,2.44035e+06
19901030,41000,262900,203600,36854,2.42443e+08,1.09285e+08,2.04556e+06
19901031,2100,228900,234300,33498,2.47338e+08,1.31861e+07,1.43677e+06
19901101,-30300,196600,256300,-8879,2.47587e+08,-1.07892e+08,1.00752e+06
19901102,-17800,212700,246400,-6095,2.48617e+08,-9.97422e+07,1.27244e+06
19901105,16300,245600,194300,14058,2.51042e+08,2.28638e+07,1.94416e+06
19901106,70500,283200,168900,-20030,2.49358e+08,2.02269e+08,3.20154e+06
19901107,129100,310500,152300,-63201,2.38504e+08,4.07698e+08,4.3606e+06
19901108,133100,303500,150400,15321,2.39005e+08,4.31113e+08,4.62829e+06
19901109,173800,304400,146000,110261,2.53602e+08,5.97684e+08,5.83712e+06
19901112,189000,296400,124900,110782,2.66315e+08,6.60102e+08,6.35016e+06
19901113,182400,303700,135300,39846,2.69379e+08,6.3904e+08,6.44077e+06
19901114,218200,335100,106700,59144,2.75902e+08,8.57682e+08,7.16221e+06
19901115,268400,372800,83100,-53696,2.69405e+08,9.40972e+08,7.57449e+06
19901116,325200,388200,63800,2565,2.68577e+08,1.12868e+09,8.60676e+06
19901119,348900,401000,60000,89453,2.80202e+08,1.29213e+09,8.88473e+06
19901120,341500,401400,66600,-104204,2.67391e+08,1.28012e+09,8.91509e+06
19901121,340700,394600,73300,-217,2.67165e+08,1.25229e+09,8.94367e+06
19901123,332300,384500,76300,-22763,2.64251e+08,1.22033e+09,8.6987e+06
19901126,317500,374000,80000,15259,2.66323e+08,1.15439e+09,8.55734e+06
19901127,315500,353300,79400,109756,2.7931e+08,1.15537e+09,8.5605e+06
19901128,321900,343200,89200,13888,2.79722e+08,1.22209e+09,8.53699e+06
19901129,315300,334600,93000,-30907,2.75484e+08,1.17863e+09,8.42484e+06
19901130,319700,339500,87800,140250,2.92741e+08,1.27226e+09,8.70827e+06
19901203,344500,350600,80500,114507,3.04166e+08,1.36093e+09,9.3077e+06
19901204,362400,375300,64800,93244,3.1312e+08,1.47856e+09,1.00525e+07
19901205,387400,417800,63200,178730,3.31316e+08,1.63907e+09,1.06051e+07
19901206,411500,437700,52100,-17555,3.28421e+08,1.74482e+09,1.10235e+07
19901207,424100,429900,54300,-39942,3.24712e+08,1.83252e+09,1.13386e+07
19901210,407800,429700,58500,25737,3.2988e+08,1.7309e+09,1.10048e+07
19901211,405700,407200,62400,-58246,3.22936e+08,1.72031e+09,1.07073e+07
19901212,358700,388000,85800,114848,3.37012e+08,1.54464e+09,1.04592e+07
19901213,320000,389000,108000,17877,3.40394e+08,1.38713e+09,9.98707e+06
19901214,316700,381200,113900,-101198,3.2853e+08,1.35457e+09,9.79541e+06
19901217,297900,370600,122000,-32889,3.23244e+08,1.258e+09,9.51122e+06
19901218,287200,368800,123800,114786,3.39333e+08,1.23692e+09,9.39667e+06
19901219,258800,358400,137200,53085,3.46113e+08,1.12008e+09,8.83454e+06
19901220,254500,340200,124100,24606,3.50089e+08,1.10878e+09,8.81255e+06
19901221,253100,323300,121400,73268,3.59066e+08,1.1219e+09,8.86768e+06
19901224,257700,314100,108200,-49973,3.53037e+08,1.15912e+09,8.80415e+06
19901226,250700,309900,116800,-33843,3.50737e+08,1.14819e+09,8.46724e+06
19901227,231100,283600,121900,-57342,3.4258e+08,1.05835e+09,8.03793e+06
19901228,172900,278200,157800,4601,3.4271e+08,7.99342e+08,6.8577e+06
19901231,170500,253500,160200,-1303,3.43371e+08,7.81428e+08,6.89378e+06
19910102,164600,238800,150300,-64884,3.36149e+08,8.63783e+08,6.15757e+06
19910103,132500,196500,167600,-51123,3.29501e+08,7.12082e+08,5.32268e+06
19910104,106600,188100,195700,8817,3.30416e+08,5.95154e+08,4.05653e+06
19910107,33400,154800,233700,3261,3.31318e+08,2.80009e+08,1.6978e+06
19910108,-37500,111700,273000,4291,3.32223e+08,3.47417e+07,-939992
19910109,-136900,87100,326700,65438,3.39067e+08,-3.59474e+08,-3.76044e+06
19910110,-190200,82500,347700,-28877,3.37175e+08,-5.14552e+08,-4.92184e+06
19910111,-225500,82700,352000,-2374,3.35234e+08,-7.51276e+08,-5.57218e+06
19910114,-251600,82100,353800,33490,3.38557e+08,-8.59954e+08,-6.04368e+06
19910115,-276500,83400,372600,-47657,3.33398e+08,-9.18927e+08,-6.93757e+06
19910116,-282400,92200,368200,-59300,3.25353e+08,-9.93318e+08,-7.21583e+06
19910117,-244600,107300,328900,-230641,3.00329e+08,-8.36406e+08,-6.7273e+06
19910118,-195600,135400,256100,-44456,2.9403e+08,-6.9553e+08,-5.45985e+06
19910121,-70800,195300,177700,25369,2.97282e+08,-1.79703e+08,-1.79707e+06
19910122,79200,277200,136200,-21157,2.95396e+08,4.78293e+08,2.0045e+06
19910123,171500,328200,107600,35643,3.00373e+08,8.22503e+08,4.50911e+06
19910124,224400,356400,83100,134708,3.16034e+08,1.03728e+09,5.7372e+06
19910125,251800,373300,71900,33165,3.19007e+08,1.09734e+09,6.67847e+06
19910128,295400,406000,50500,25531,3.21348e+08,1.24385e+09,7.14757e+06
19910129,320300,419600,41400,50042,3.25771e+08,1.33251e+09,7.98497e+06
19910130,359200,439000,30100,222789,3.54568e+08,1.48469e+09,8.73189e+06
19910131,389200,445300,30700,115443,3.66619e+08,1.62773e+09,9.65607e+06
19910201,395600,448400,25200,55099,3.75339e+08,1.67347e+09,9.95367e+06
19910204,396300,450300,19100,233008,4.01579e+08,1.73287e+09,1.02111e+07
19910205,424000,464400,18300,143419,4.15767e+08,1.9042e+09,1.09658e+07
19910206,440300,470800,11100,178491,4.36433e+08,2.06014e+09,1.16093e+07
19910207,469700,487500,11100,-88136,4.2598e+08,2.18521e+09,1.23527e+07
19910208,481100,492300,4300,58827,4.35414e+08,2.23632e+09,1.28804e+07
19910211,501400,507000,4500,345839,4.78473e+08,2.39821e+09,1.37774e+07
19910212,507900,509600,5500,-27514,4.74181e+08,2.38413e+09,1.40918e+07
19910213,496700,492700,14100,99833,4.87807e+08,2.42547e+09,1.43754e+07
19910214,502400,506400,14100,-164589,4.66661e+08,2.42517e+09,1.44462e+07
19910215,502400,505500,12400,156419,4.87356e+08,2.45109e+09,1.46027e+07
19910219,498500,501200,15600,-10686,4.85265e+08,2.47206e+09,1.4597e+07
19910220,491900,495400,19000,-161581,4.65485e+08,2.41592e+09,1.41448e+07
19910221,485200,474300,22400,-29880,4.60471e+08,2.39499e+09,1.38911e+07
19910222,469800,454400,31700,44089,4.67156e+08,2.34071e+09,1.37326e+07
19910225,423300,414800,54900,36277,4.72929e+08,2.13149e+09,1.25307e+07
19910226,404800,346100,64400,-112983,4.59508e+08,2.00966e+09,1.19829e+07
19910227,325400,333200,99300,85132,4.7078e+08,1.63744e+09,1.0897e+07
19910228,301500,308500,101500,11558,4.71638e+08,1.50749e+09,1.02397e+07
19910301,299500,294700,102400,66486,4.7997e+08,1.43614e+09,1.02712e+07
19910304,282600,250400,106000,18890,4.85204e+08,1.31972e+09,9.65642e+06
19910305,283100,264300,94400,227490,5.14434e+08,1.30494e+09,9.88749e+06
19910306,291200,298100,84300,-5265,5.15543e+08,1.32557e+09,1.0052e+07
19910307,303700,325300,72500,30706,5.21258e+08,1.30168e+09,1.01102e+07
19910308,313100,341500,73900,-4799,5.19838e+08,1.39909e+09,1.00436e+07
19910311,299200,330400,80900,-98267,5.05789e+08,1.32938e+09,9.79286e+06
19910312,303000,312100,83700,-113023,4.92369e+08,1.32901e+09,9.6935e+06
19910313,291400,293600,79600,76066,5.00425e+08,1.30544e+09,9.55038e+06
19910314,272100,268600,86800,3215,5.00101e+08,1.26247e+09,9.19133e+06
19910315,213900,247900,106500,-43263,4.96491e+08,9.29639e+08,7.91742e+06
19910318,197200,242800,110500,-13486,4.97299e+08,8.72663e+08,7.31031e+06
19910319,187300,216000,122800,-51356,4.9202e+08,7.91286e+08,6.61966e+06
19910320,152500,196100,115400,3450,4.90933e+08,6.27109e+08,5.13278e+06
19910321,115900,171600,130100,33859,4.93885e+08,4.87705e+08,3.79215e+06
19910322,73200,163500,150300,25304,4.96762e+08,4.08582e+08,2.61523e+06
19910325,61900,156300,165800,19315,4.99385e+08,3.53438e+08,2.29935e+06
19910326,70700,169000,164300,60481,5.07466e+08,3.84951e+08,2.70296e+06
19910327,74800,187500,154900,-7423,5.05675e+08,4.05324e+08,2.71425e+06
19910328,80500,203800,133000,5089,5.07032e+08,4.20676e+08,3.22585e+06
19910401,115900,236200,117100,-77133,4.98654e+08,5.68508e+08,4.38697e+06
19910402,146700,264900,102300,137139,5.16166e+08,7.55334e+08,5.28841e+06
19910403,171400,284300,91900,7904,5.15834e+08,8.92499e+08,5.8707e+06
19910404,189200,293800,74100,29105,5.1987e+08,9.65475e+08,6.44065e+06
19910405,206600,288800,74700,-89366,5.08342e+08,1.0435e+09,6.71048e+06
19910408,223700,302700,63500,34241,5.11637e+08,1.12926e+09,7.2074e+06
19910409,229200,303600,60400,-91534,4.99517e+08,1.08832e+09,7.24385e+06
19910410,236800,292700,64100,-32962,4.97101e+08,1.13429e+09,7.09213e+06
19910411,229700,269100,84300,154381,5.15049e+08,1.09458e+09,7.00886e+06
19910412,217100,266400,86600,73472,5.22924e+08,1.00474e+09,7.07633e+06
19910415,219900,270900,88500,24941,5.24461e+08,9.9892e+08,7.18833e+06
19910416,230700,272900,76200,84002,5.36738e+08,1.06781e+09,7.80994e+06
19910417,241500,288000,57900,130164,5.50621e+08,1.09489e+09,8.0844e+06
19910418,273100,309600,48100,-59439,5.45243e+08,1.29795e+09,8.76816e+06
19910419,287300,314600,52400,-125367,5.30784e+08,1.39067e+09,9.38183e+06
19910422,279100,306100,53100,-135022,5.12486e+08,1.38863e+09,8.99557e+06
19910423,272000,289700,48000,16334,5.1567e+08,1.32968e+09,8.87484e+06
19910424,249900,270700,63000,27637,5.17486e+08,1.2032e+09,7.80178e+06
19910425,201200,230400,88500,-52376,5.09473e+08,9.31844e+08,6.50504e+06
19910426,185000,206500,110300,-38158,5.05756e+08,7.7105e+08,5.53171e+06
19910429,148800,181600,134100,-17354,5.04592e+08,5.80316e+08,4.2905e+06
19910430,99200,172600,166100,25671,5.08039e+08,3.04336e+08,2.75508e+06
19910501,60600,161500,186100,-15999,5.03109e+08,1.9232e+08,1.58675e+06
19910502,49700,160100,182700,378,5.03616e+08,1.27497e+08,1.21356e+06
19910503,12300,161800,193100,12430,5.06725e+08,-6.2429e+07,436134
19910506,4500,154500,190000,-32569,5.02945e+08,-1.11815e+08,252976
19910507,800,144500,179800,13604,5.06016e+08,-1.4122e+08,309291
19910508,-4800,154000,164300,26961,5.0993e+08,-1.47182e+08,8824
19910509,12000,163100,156800,-4335,5.09117e+08,-8.96044e+07,349244
19910510,23800,144500,154600,56,5.0973e+08,-3.23813e+07,523632
19910513,7400,137300,144200,13532,5.11194e+08,-1.10965e+08,-24853
19910514,-12100,126700,165100,23040,5.14017e+08,-2.2577e+08,-601223
19910515,-43600,120500,193500,47874,5.18925e+08,-3.0874e+08,-1.01708e+06
19910516,-75400,114300,218600,-26366,5.16072e+08,-5.10949e+08,-1.73398e+06
19910517,-90600,103400,223100,8121,5.18263e+08,-5.78399e+08,-2.1402e+06
19910520,-121300,99700,229200,39039,5.23732e+08,-7.28293e+08,-2.92825e+06
19910521,-128800,97500,232700,-28897,5.1989e+08,-7.8646e+08,-2.95622e+06
19910522,-121700,104100,215700,-53138,5.12116e+08,-7.5086e+08,-2.60267e+06
19910523,-124000,106700,204900,11588,5.14102e+08,-7.50756e+08,-2.60775e+06
19910524,-97900,124300,193700,-21651,5.1216e+08,-5.29414e+08,-2.05853e+06
19910528,-69600,125300,163800,-34585,5.07976e+08,-4.17135e+08,-1.08148e+06
19910529,-58900,128200,141000,-34943,5.02094e+08,-3.8825e+08,-470161
19910530,20800,175500,129300,35963,5.06513e+08,5.05526e+07,1.84183e+06
19910531,98200,222900,83700,52804,5.13045e+08,3.93898e+08,4.5073e+06
19910603,145000,249300,55100,-54681,5.1257e+08,6.66241e+08,6.04438e+06
19910604,172200,268700,46500,20624,5.15177e+08,8.08291e+08,6.90881e+06
19910605,200300,281400,43500,-30153,5.11654e+08,9.45658e+08,7.63562e+06
19910606,190700,284500,62100,3132,5.13591e+08,9.50078e+08,7.53311e+06
19910607,183100,271300,76900,-58364,5.08806e+08,8.90755e+08,7.15827e+06
19910610,170800,260300,89600,-80485,4.99028e+08,7.74996e+08,6.73812e+06
19910611,162400,246900,93500,26428,5.01939e+08,7.54197e+08,6.38797e+06
19910612,141100,231000,108800,-53448,4.95686e+08,6.76167e+08,5.49738e+06
19910613,107600,198900,135500,19094,4.9927e+08,5.48004e+08,4.46264e+06
19910614,100300,192900,146500,12391,5.04488e+08,5.77685e+08,4.12728e+06
19910617,77200,172800,158500,16401,5.07252e+08,4.24657e+08,3.38866e+06
19910618,50300,152000,166500,-428,5.08544e+08,3.30091e+08,2.45676e+06
19910619,47800,154200,163300,-12802,5.07226e+08,3.64589e+08,2.10849e+06
19910620,33000,144500,173500,-54460,4.99097e+08,2.49699e+08,1.59636e+06
19910621,21700,119900,182500,-12308,4.97425e+08,1.64943e+08,1.12755e+06
19910624,-60600,112400,219100,39111,5.01414e+08,-1.62866e+08,-1.46156e+06
19910625,-98500,89400,240000,5593,5.00999e+08,-3.38926e+08,-2.80858e+06
19910626,-160000,70400,280500,9726,5.03379e+08,-6.11734e+08,-4.30952e+06
19910627,-183900,58200,297800,3965,5.03874e+08,-7.08172e+08,-4.78991e+06
19910628,-217400,59200,311200,37795,5.09069e+08,-8.42637e+08,-5.97641e+06
19910701,-209400,58400,296900,-86819,4.99099e+08,-8.4683e+08,-5.8166e+06
19910702,-213100,77600,284000,40302,5.05594e+08,-8.53617e+08,-5.42488e+06
19910703,-197000,82200,264700,64518,5.12581e+08,-7.93667e+08,-5.00362e+06
19910705,-206300,85100,247400,-3271,5.12074e+08,-8.03425e+08,-5.26164e+06
19910708,-184700,103600,231800,-45364,5.06126e+08,-7.63441e+08,-4.08198e+06
19910709,-174400,109700,221000,-13588,5.06362e+08,-7.08263e+08,-3.73296e+06
19910710,-151400,112100,214600,-10852,5.05467e+08,-6.14733e+08,-2.81062e+06
19910711,-116700,119400,198000,5105,5.05136e+08,-4.92999e+08,-1.73246e+06
19910712,-86700,135400,166400,-15732,5.0351e+08,-3.48761e+08,-884603
19910715,-69500,149700,132400,-15945,5.00442e+08,-3.64747e+08,-14619
19910716,-13900,181600,106600,-8223,4.99943e+08,-7.03773e+07,1.27505e+06
19910717,51600,225100,92600,3497,5.003e+08,2.37862e+08,2.86667e+06
19910718,106700,252800,80600,54901,5.0559e+08,5.2649e+08,4.67796e+06
19910719,157400,282300,75400,-4891,5.05734e+08,9.09747e+08,6.07272e+06
19910722,172000,282800,71600,-46997,4.99482e+08,9.72407e+08,6.6235e+06
19910723,167300,269200,88900,-76983,4.89156e+08,9.50888e+08,6.39936e+06
19910724,153900,260200,99200,-9771,4.90257e+08,9.03561e+08,6.21376e+06
19910725,131200,243700,112900,26383,4.93308e+08,7.29429e+08,5.77796e+06
19910726,124100,226200,120900,8195,4.93731e+08,6.71277e+08,5.30164e+06
